uid,retailer,name,path,level,items,n_leaves,is_leaf,coreness
Walmart::Home > Bedding > Kids' Bedding > Kids Blankets Throws,Walmart,Kids Blankets Throws,Home > Bedding > Kids' Bedding > Kids Blankets Throws,4,,1,True,
Walmart::Home > Bedding > Kids' Bedding > Kids Pillows,Walmart,Kids Pillows,Home > Bedding > Kids' Bedding > Kids Pillows,4,,1,True,
Walmart::Home > Bedding > Kids' Bedding > Kids Bed Canopies,Walmart,Kids Bed Canopies,Home > Bedding > Kids' Bedding > Kids Bed Canopies,4,,1,True,
Walmart::Home > Bedding > Teens' Bedding,Walmart,Teens' Bedding,Home > Bedding > Teens' Bedding,3,,1,True,
Walmart::Home > Bedding > Mainstays Bedding,Walmart,Mainstays Bedding,Home > Bedding > Mainstays Bedding,3,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Full Comforters,Walmart,Full Comforters,Home > Bedding > (unnamed ID 1995847) > Full Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Pink Comforters,Walmart,Pink Comforters,Home > Bedding > (unnamed ID 1995847) > Pink Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Red Comforters,Walmart,Red Comforters,Home > Bedding > (unnamed ID 1995847) > Red Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Cotton Comforters,Walmart,Cotton Comforters,Home > Bedding > (unnamed ID 1995847) > Cotton Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Grey Comforters,Walmart,Grey Comforters,Home > Bedding > (unnamed ID 1995847) > Grey Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Twin Comforters,Walmart,Twin Comforters,Home > Bedding > (unnamed ID 1995847) > Twin Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > White Comforters,Walmart,White Comforters,Home > Bedding > (unnamed ID 1995847) > White Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Gold Comforters,Walmart,Gold Comforters,Home > Bedding > (unnamed ID 1995847) > Gold Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > King Comforters,Walmart,King Comforters,Home > Bedding > (unnamed ID 1995847) > King Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Floral Comforters,Walmart,Floral Comforters,Home > Bedding > (unnamed ID 1995847) > Floral Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Comforter Sets,Walmart,Comforter Sets,Home > Bedding > (unnamed ID 1995847) > Comforter Sets,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Queen Comforters,Walmart,Queen Comforters,Home > Bedding > (unnamed ID 1995847) > Queen Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Blue Comforters,Walmart,Blue Comforters,Home > Bedding > (unnamed ID 1995847) > Blue Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Yellow Comforters,Walmart,Yellow Comforters,Home > Bedding > (unnamed ID 1995847) > Yellow Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Twin XL Comforters,Walmart,Twin XL Comforters,Home > Bedding > (unnamed ID 1995847) > Twin XL Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Black Comforters,Walmart,Black Comforters,Home > Bedding > (unnamed ID 1995847) > Black Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > Purple Comforters,Walmart,Purple Comforters,Home > Bedding > (unnamed ID 1995847) > Purple Comforters,4,,1,True,
Walmart::Home > Bedding > (unnamed ID 1995847) > California King Comforters,Walmart,California King Comforters,Home > Bedding > (unnamed ID 1995847) > California King Comforters,4,,1,True,
Walmart::Home > Bedding > Mainstays Body Pillow Covers,Walmart,Mainstays Body Pillow Covers,Home > Bedding > Mainstays Body Pillow Covers,3,,1,True,
Walmart::Home > Bedding > Body Pillow Covers,Walmart,Body Pillow Covers,Home > Bedding > Body Pillow Covers,3,,1,True,
Walmart::Home > Bedding > My Texas House Bedding,Walmart,My Texas House Bedding,Home > Bedding > My Texas House Bedding,3,,1,True,
Walmart::Home > Bedding > Better Homes & Gardens Pillow Shams,Walmart,Better Homes & Gardens Pillow Shams,Home > Bedding > Better Homes & Gardens Pillow Shams,3,,1,True,
Walmart::Home > Bedding > Daybed Bedding,Walmart,Daybed Bedding,Home > Bedding > Daybed Bedding,3,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases,Walmart,Bed Sheets & Pillowcases,Home > Bedding > Bed Sheets & Pillowcases,3,261136.0,23,False,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Cotton Sheets,Walmart,Cotton Sheets,Home > Bedding > Bed Sheets & Pillowcases > Cotton Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Flat Sheets,Walmart,Flat Sheets,Home > Bedding > Bed Sheets & Pillowcases > Flat Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Twin XL Sheets,Walmart,Twin XL Sheets,Home > Bedding > Bed Sheets & Pillowcases > Twin XL Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Twin Sheets,Walmart,Twin Sheets,Home > Bedding > Bed Sheets & Pillowcases > Twin Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Microfiber Sheets,Walmart,Microfiber Sheets,Home > Bedding > Bed Sheets & Pillowcases > Microfiber Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Flannel Sheets,Walmart,Flannel Sheets,Home > Bedding > Bed Sheets & Pillowcases > Flannel Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Satin Sheets,Walmart,Satin Sheets,Home > Bedding > Bed Sheets & Pillowcases > Satin Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > King Sheets,Walmart,King Sheets,Home > Bedding > Bed Sheets & Pillowcases > King Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > White Sheets,Walmart,White Sheets,Home > Bedding > Bed Sheets & Pillowcases > White Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Bamboo Sheets,Walmart,Bamboo Sheets,Home > Bedding > Bed Sheets & Pillowcases > Bamboo Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Fleece Sheets,Walmart,Fleece Sheets,Home > Bedding > Bed Sheets & Pillowcases > Fleece Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Percale Sheets,Walmart,Percale Sheets,Home > Bedding > Bed Sheets & Pillowcases > Percale Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Sateen Sheets,Walmart,Sateen Sheets,Home > Bedding > Bed Sheets & Pillowcases > Sateen Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Egyptian Cotton Sheets,Walmart,Egyptian Cotton Sheets,Home > Bedding > Bed Sheets & Pillowcases > Egyptian Cotton Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Fitted Sheets,Walmart,Fitted Sheets,Home > Bedding > Bed Sheets & Pillowcases > Fitted Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Queen Sheets,Walmart,Queen Sheets,Home > Bedding > Bed Sheets & Pillowcases > Queen Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Silk Sheets,Walmart,Silk Sheets,Home > Bedding > Bed Sheets & Pillowcases > Silk Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Jersey Sheets,Walmart,Jersey Sheets,Home > Bedding > Bed Sheets & Pillowcases > Jersey Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > 100 Cotton Sheets,Walmart,100 Cotton Sheets,Home > Bedding > Bed Sheets & Pillowcases > 100 Cotton Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Sheet Sets,Walmart,Sheet Sets,Home > Bedding > Bed Sheets & Pillowcases > Sheet Sets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Deep Pocket Sheets,Walmart,Deep Pocket Sheets,Home > Bedding > Bed Sheets & Pillowcases > Deep Pocket Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > Full Sheets,Walmart,Full Sheets,Home > Bedding > Bed Sheets & Pillowcases > Full Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Sheets & Pillowcases > California King Sheets,Walmart,California King Sheets,Home > Bedding > Bed Sheets & Pillowcases > California King Sheets,4,,1,True,
Walmart::Home > Bedding > Bed Runners,Walmart,Bed Runners,Home > Bedding > Bed Runners,3,,1,True,
Walmart::Home > Bedding > The Pioneer Woman Bedding,Walmart,The Pioneer Woman Bedding,Home > Bedding > The Pioneer Woman Bedding,3,,1,False,
Walmart::Home > Bedding > The Pioneer Woman Bedding > The Pioneer Woman Pillow Shams,Walmart,The Pioneer Woman Pillow Shams,Home > Bedding > The Pioneer Woman Bedding > The Pioneer Woman Pillow Shams,4,,1,True,
Walmart::Home > Bedding > Bedspreads,Walmart,Bedspreads,Home > Bedding > Bedspreads,3,,4,False,
Walmart::Home > Bedding > Bedspreads > Queen Bedspreads,Walmart,Queen Bedspreads,Home > Bedding > Bedspreads > Queen Bedspreads,4,,1,True,
Walmart::Home > Bedding > Bedspreads > Cotton Bedspreads,Walmart,Cotton Bedspreads,Home > Bedding > Bedspreads > Cotton Bedspreads,4,,1,True,
Walmart::Home > Bedding > Bedspreads > Bedspreads,Walmart,Bedspreads,Home > Bedding > Bedspreads > Bedspreads,4,,1,True,
Walmart::Home > Bedding > Bedspreads > Chenille Bedspreads,Walmart,Chenille Bedspreads,Home > Bedding > Bedspreads > Chenille Bedspreads,4,,1,True,
Walmart::Home > Bedding > Plush Body Pillow Covers,Walmart,Plush Body Pillow Covers,Home > Bedding > Plush Body Pillow Covers,3,,1,True,
Walmart::Home > Bedding > Duvets Duvet Sets,Walmart,Duvets Duvet Sets,Home > Bedding > Duvets Duvet Sets,3,,1,False,
Walmart::Home > Bedding > Duvets Duvet Sets > Duvet Cover Sets,Walmart,Duvet Cover Sets,Home > Bedding > Duvets Duvet Sets > Duvet Cover Sets,4,,1,True,
Walmart::Home > Bedding > Mattress Toppers & Pads,Walmart,Mattress Toppers & Pads,Home > Bedding > Mattress Toppers & Pads,3,9292.0,10,False,
Walmart::Home > Bedding > Mattress Toppers & Pads > Twin XL Mattress Pads,Walmart,Twin XL Mattress Pads,Home > Bedding > Mattress Toppers & Pads > Twin XL Mattress Pads,4,,1,True,
Walmart::Home > Bedding > Mattress Toppers & Pads > Memory Foam Mattress Pads,Walmart,Memory Foam Mattress Pads,Home > Bedding > Mattress Toppers & Pads > Memory Foam Mattress Pads,4,,1,True,
Walmart::Home > Bedding > Mattress Toppers & Pads > Pillow Top Mattress Pads,Walmart,Pillow Top Mattress Pads,Home > Bedding > Mattress Toppers & Pads > Pillow Top Mattress Pads,4,,1,True,
Walmart::Home > Bedding > Mattress Toppers & Pads > King Mattress Pads,Walmart,King Mattress Pads,Home > Bedding > Mattress Toppers & Pads > King Mattress Pads,4,,1,True,
Walmart::Home > Bedding > Mattress Toppers & Pads > Cooling Mattress Pads,Walmart,Cooling Mattress Pads,Home > Bedding > Mattress Toppers & Pads > Cooling Mattress Pads,4,,1,True,
Walmart::Home > Bedding > Mattress Toppers & Pads > Heating Mattress Pads,Walmart,Heating Mattress Pads,Home > Bedding > Mattress Toppers & Pads > Heating Mattress Pads,4,,1,True,
Walmart::Home > Bedding > Mattress Toppers & Pads > Waterproof Mattress Pads,Walmart,Waterproof Mattress Pads,Home > Bedding > Mattress Toppers & Pads > Waterproof Mattress Pads,4,,1,True,
Walmart::Home > Bedding > Mattress Toppers & Pads > Twin Mattress Pads,Walmart,Twin Mattress Pads,Home > Bedding > Mattress Toppers & Pads > Twin Mattress Pads,4,,1,True,
Walmart::Home > Bedding > Mattress Toppers & Pads > Mattress Toppers,Walmart,Mattress Toppers,Home > Bedding > Mattress Toppers & Pads > Mattress Toppers,4,4108.0,1,True,
Walmart::Home > Bedding > Mattress Toppers & Pads > Queen Mattress Pads,Walmart,Queen Mattress Pads,Home > Bedding > Mattress Toppers & Pads > Queen Mattress Pads,4,,1,True,
Walmart::Home > Bedding > Quilts > Quilt Sets,Walmart,Quilt Sets,Home > Bedding > Quilts > Quilt Sets,4,,1,True,
Walmart::Home > Bedding > Quilts > Cotton Quilts,Walmart,Cotton Quilts,Home > Bedding > Quilts > Cotton Quilts,4,,1,True,
Walmart::Home > Bedding > Quilts > Patchwork Quilts,Walmart,Patchwork Quilts,Home > Bedding > Quilts > Patchwork Quilts,4,,1,True,
Walmart::Home > Bedding > Quilts > Christmas Quilts,Walmart,Christmas Quilts,Home > Bedding > Quilts > Christmas Quilts,4,,1,True,
Walmart::Home > Bedding > Mainstays Pillow Shams,Walmart,Mainstays Pillow Shams,Home > Bedding > Mainstays Pillow Shams,3,,1,True,
Walmart::Home > Bedding > Pillow Shams,Walmart,Pillow Shams,Home > Bedding > Pillow Shams,3,2727.0,1,True,
Walmart::Home > Bedding > Duvet Covers,Walmart,Duvet Covers,Home > Bedding > Duvet Covers,3,3808.0,1,True,
Walmart::Home > Bedding > Martha Stewart Bedding,Walmart,Martha Stewart Bedding,Home > Bedding > Martha Stewart Bedding,3,,1,True,
Walmart::Home > Bedding > Blue Shams,Walmart,Blue Shams,Home > Bedding > Blue Shams,3,,1,True,
Walmart::Home > Bedding > Mattress Covers & Protectors,Walmart,Mattress Covers & Protectors,Home > Bedding > Mattress Covers & Protectors,3,7036.0,1,True,
Walmart::Home > Bedding > Euro Pillow Shams,Walmart,Euro Pillow Shams,Home > Bedding > Euro Pillow Shams,3,,1,True,
Walmart::Home > Bedding > Coverlets,Walmart,Coverlets,Home > Bedding > Coverlets,3,2.0,1,True,
Walmart::Home > Bedding > Mattress Covers Protectors,Walmart,Mattress Covers Protectors,Home > Bedding > Mattress Covers Protectors,3,,5,False,
Walmart::Home > Bedding > Mattress Covers Protectors > Waterproof Mattress Protectors,Walmart,Waterproof Mattress Protectors,Home > Bedding > Mattress Covers Protectors > Waterproof Mattress Protectors,4,,1,True,
Walmart::Home > Bedding > Mattress Covers Protectors > Fitted Mattress Protectors,Walmart,Fitted Mattress Protectors,Home > Bedding > Mattress Covers Protectors > Fitted Mattress Protectors,4,,1,True,
Walmart::Home > Bedding > Mattress Covers Protectors > Cooling Mattress Protectors,Walmart,Cooling Mattress Protectors,Home > Bedding > Mattress Covers Protectors > Cooling Mattress Protectors,4,,1,True,
Walmart::Home > Bedding > Mattress Covers Protectors > Bed Bug Mattress Protectors,Walmart,Bed Bug Mattress Protectors,Home > Bedding > Mattress Covers Protectors > Bed Bug Mattress Protectors,4,,1,True,
Walmart::Home > Bedding > Mattress Covers Protectors > Zippered Mattress Protectors,Walmart,Zippered Mattress Protectors,Home > Bedding > Mattress Covers Protectors > Zippered Mattress Protectors,4,,1,True,
Walmart::Home > Bedding > Designer Bedding,Walmart,Designer Bedding,Home > Bedding > Designer Bedding,3,,1,True,
Walmart::Home > Bedding > Bedding Sets,Walmart,Bedding Sets,Home > Bedding > Bedding Sets,3,711020.0,5,False,
Walmart::Home > Bedding > Bedding Sets > Bed In A Bag,Walmart,Bed In A Bag,Home > Bedding > Bedding Sets > Bed In A Bag,4,5620.0,1,True,
Walmart::Home > Bedding > Bedding Sets > Daybed Sets,Walmart,Daybed Sets,Home > Bedding > Bedding Sets > Daybed Sets,4,,1,True,
Walmart::Home > Bedding > Bedding Sets > Comforter Sets,Walmart,Comforter Sets,Home > Bedding > Bedding Sets > Comforter Sets,4,,1,True,
Walmart::Home > Bedding > Bedding Sets > Christmas Bedding Sets,Walmart,Christmas Bedding Sets,Home > Bedding > Bedding Sets > Christmas Bedding Sets,4,,1,True,
Walmart::Home > Bedding > Bedding Sets > Quilt Bedspread Sets,Walmart,Quilt Bedspread Sets,Home > Bedding > Bedding Sets > Quilt Bedspread Sets,4,,1,True,
Walmart::Home > Mattresses & Accessories,Walmart,Mattresses & Accessories,Home > Mattresses & Accessories,2,23403.0,19,False,
Walmart::Home > Mattresses & Accessories > Bed Frames,Walmart,Bed Frames,Home > Mattresses & Accessories > Bed Frames,3,,1,True,
Walmart::Home > Mattresses & Accessories > Mattress Sets,Walmart,Mattress Sets,Home > Mattresses & Accessories > Mattress Sets,3,,1,True,
Walmart::Home > Mattresses & Accessories > Memory Foam Mattresses,Walmart,Memory Foam Mattresses,Home > Mattresses & Accessories > Memory Foam Mattresses,3,,1,True,
Walmart::Home > Mattresses & Accessories > Mattresses,Walmart,Mattresses,Home > Mattresses & Accessories > Mattresses,3,,1,True,
Walmart::Home > Mattresses & Accessories > Water Beds & Accessories,Walmart,Water Beds & Accessories,Home > Mattresses & Accessories > Water Beds & Accessories,3,,1,True,
Walmart::Home > Mattresses & Accessories > Futon Mattresses,Walmart,Futon Mattresses,Home > Mattresses & Accessories > Futon Mattresses,3,,1,True,
Walmart::Home > Mattresses & Accessories > Hybrid Mattresses,Walmart,Hybrid Mattresses,Home > Mattresses & Accessories > Hybrid Mattresses,3,,1,True,
Walmart::Home > Mattresses & Accessories > Lucid Mattress Toppers,Walmart,Lucid Mattress Toppers,Home > Mattresses & Accessories > Lucid Mattress Toppers,3,,1,True,
Walmart::Home > Mattresses & Accessories > Mattress-in-a-Box,Walmart,Mattress-in-a-Box,Home > Mattresses & Accessories > Mattress-in-a-Box,3,,1,True,
Walmart::Home > Mattresses & Accessories > Serta Arctic Mattresses,Walmart,Serta Arctic Mattresses,Home > Mattresses & Accessories > Serta Arctic Mattresses,3,,1,True,
Walmart::Home > Mattresses & Accessories > Innerspring Mattresses,Walmart,Innerspring Mattresses,Home > Mattresses & Accessories > Innerspring Mattresses,3,,1,True,
Walmart::Home > Mattresses & Accessories > Latex Mattresses,Walmart,Latex Mattresses,Home > Mattresses & Accessories > Latex Mattresses,3,,1,True,
Walmart::Home > Mattresses & Accessories > Kids' Mattresses,Walmart,Kids' Mattresses,Home > Mattresses & Accessories > Kids' Mattresses,3,,1,True,
Walmart::Home > Mattresses & Accessories > Serta Perfect Sleeper Mattresses,Walmart,Serta Perfect Sleeper Mattresses,Home > Mattresses & Accessories > Serta Perfect Sleeper Mattresses,3,,1,True,
Walmart::Home > Mattresses & Accessories > Tempurpedic Mattress Toppers,Walmart,Tempurpedic Mattress Toppers,Home > Mattresses & Accessories > Tempurpedic Mattress Toppers,3,,1,True,
Walmart::Home > Mattresses & Accessories > Gel Mattresses,Walmart,Gel Mattresses,Home > Mattresses & Accessories > Gel Mattresses,3,,1,True,
Walmart::Home > Mattresses & Accessories > Linenspa Mattresses,Walmart,Linenspa Mattresses,Home > Mattresses & Accessories > Linenspa Mattresses,3,,1,True,
Walmart::Home > Mattresses & Accessories > (unnamed ID 8574778) > Ultra Plush Mattresses,Walmart,Ultra Plush Mattresses,Home > Mattresses & Accessories > (unnamed ID 8574778) > Ultra Plush Mattresses,4,,1,True,
Walmart::Home > Mattresses & Accessories > Power Adjustable Bed Base,Walmart,Power Adjustable Bed Base,Home > Mattresses & Accessories > Power Adjustable Bed Base,3,,1,True,
Walmart::Home > Kitchen & Dining,Walmart,Kitchen & Dining,Home > Kitchen & Dining,2,,139,False,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture,Walmart,Kitchen & Dining Furniture,Home > Kitchen & Dining > Kitchen & Dining Furniture,3,,14,False,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Kitchen Islands Carts,Walmart,Kitchen Islands Carts,Home > Kitchen & Dining > Kitchen & Dining Furniture > Kitchen Islands Carts,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Dining Chairs,Walmart,Dining Chairs,Home > Kitchen & Dining > Kitchen & Dining Furniture > Dining Chairs,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Folding Tables,Walmart,Folding Tables,Home > Kitchen & Dining > Kitchen & Dining Furniture > Folding Tables,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Home Bar Furniture,Walmart,Home Bar Furniture,Home > Kitchen & Dining > Kitchen & Dining Furniture > Home Bar Furniture,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Kitchen Carts,Walmart,Kitchen Carts,Home > Kitchen & Dining > Kitchen & Dining Furniture > Kitchen Carts,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Pantries,Walmart,Pantries,Home > Kitchen & Dining > Kitchen & Dining Furniture > Pantries,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Kitchen Islands,Walmart,Kitchen Islands,Home > Kitchen & Dining > Kitchen & Dining Furniture > Kitchen Islands,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Dining Benches,Walmart,Dining Benches,Home > Kitchen & Dining > Kitchen & Dining Furniture > Dining Benches,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Microwave Carts,Walmart,Microwave Carts,Home > Kitchen & Dining > Kitchen & Dining Furniture > Microwave Carts,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Kitchen Islands Carts with Seating,Walmart,Kitchen Islands Carts with Seating,Home > Kitchen & Dining > Kitchen & Dining Furniture > Kitchen Islands Carts with Seating,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Folding Chairs,Walmart,Folding Chairs,Home > Kitchen & Dining > Kitchen & Dining Furniture > Folding Chairs,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Dining Tables,Walmart,Dining Tables,Home > Kitchen & Dining > Kitchen & Dining Furniture > Dining Tables,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Bar Stools Counter Stools,Walmart,Bar Stools Counter Stools,Home > Kitchen & Dining > Kitchen & Dining Furniture > Bar Stools Counter Stools,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen & Dining Furniture > Card Table and Chairs Sets,Walmart,Card Table and Chairs Sets,Home > Kitchen & Dining > Kitchen & Dining Furniture > Card Table and Chairs Sets,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets,Walmart,Tools & Gadgets,Home > Kitchen & Dining > Tools & Gadgets,3,,15,False,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Can Openers,Walmart,Can Openers,Home > Kitchen & Dining > Tools & Gadgets > Can Openers,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Food Prep,Walmart,Food Prep,Home > Kitchen & Dining > Tools & Gadgets > Food Prep,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Salt Pepper Shakers Mills,Walmart,Salt Pepper Shakers Mills,Home > Kitchen & Dining > Tools & Gadgets > Salt Pepper Shakers Mills,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Baking Pastry Tools,Walmart,Baking Pastry Tools,Home > Kitchen & Dining > Tools & Gadgets > Baking Pastry Tools,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Mason Jars Canning,Walmart,Mason Jars Canning,Home > Kitchen & Dining > Tools & Gadgets > Mason Jars Canning,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Coffee Prep,Walmart,Coffee Prep,Home > Kitchen & Dining > Tools & Gadgets > Coffee Prep,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Kitchen Tools & Gadgets,Walmart,Kitchen Tools & Gadgets,Home > Kitchen & Dining > Tools & Gadgets > Kitchen Tools & Gadgets,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Farberware Tg,Walmart,Farberware Tg,Home > Kitchen & Dining > Tools & Gadgets > Farberware Tg,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Knife Sharpeners,Walmart,Knife Sharpeners,Home > Kitchen & Dining > Tools & Gadgets > Knife Sharpeners,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Joseph Joseph,Walmart,Joseph Joseph,Home > Kitchen & Dining > Tools & Gadgets > Joseph Joseph,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Tea Kettles,Walmart,Tea Kettles,Home > Kitchen & Dining > Tools & Gadgets > Tea Kettles,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Pressure Cookers Canners,Walmart,Pressure Cookers Canners,Home > Kitchen & Dining > Tools & Gadgets > Pressure Cookers Canners,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Grill Presses,Walmart,Grill Presses,Home > Kitchen & Dining > Tools & Gadgets > Grill Presses,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Fondue Pots Sets,Walmart,Fondue Pots Sets,Home > Kitchen & Dining > Tools & Gadgets > Fondue Pots Sets,4,,1,True,
Walmart::Home > Kitchen & Dining > Tools & Gadgets > Cuisinart Tools Gadgets,Walmart,Cuisinart Tools Gadgets,Home > Kitchen & Dining > Tools & Gadgets > Cuisinart Tools Gadgets,4,,1,True,
Walmart::Home > Kitchen & Dining > Dining & Entertaining,Walmart,Dining & Entertaining,Home > Kitchen & Dining > Dining & Entertaining,3,,10,False,
Walmart::Home > Kitchen & Dining > Dining & Entertaining > Outdoor Melamine Dinnerware,Walmart,Outdoor Melamine Dinnerware,Home > Kitchen & Dining > Dining & Entertaining > Outdoor Melamine Dinnerware,4,,1,True,
Walmart::Home > Kitchen & Dining > Dining & Entertaining > Flatware,Walmart,Flatware,Home > Kitchen & Dining > Dining & Entertaining > Flatware,4,88580.0,1,True,
Walmart::Home > Kitchen & Dining > Dining & Entertaining > Plates,Walmart,Plates,Home > Kitchen & Dining > Dining & Entertaining > Plates,4,4864.0,1,True,
Walmart::Home > Kitchen & Dining > Dining & Entertaining > Serveware,Walmart,Serveware,Home > Kitchen & Dining > Dining & Entertaining > Serveware,4,405172.0,1,True,
Walmart::Home > Kitchen & Dining > Dining & Entertaining > Drinkware,Walmart,Drinkware,Home > Kitchen & Dining > Dining & Entertaining > Drinkware,4,,1,True,
Walmart::Home > Kitchen & Dining > Dining & Entertaining > Kids Tableware,Walmart,Kids Tableware,Home > Kitchen & Dining > Dining & Entertaining > Kids Tableware,4,,1,True,
Walmart::Home > Kitchen & Dining > Dining & Entertaining > Bar Wine Accessories,Walmart,Bar Wine Accessories,Home > Kitchen & Dining > Dining & Entertaining > Bar Wine Accessories,4,,1,True,
Walmart::Home > Kitchen & Dining > Dining & Entertaining > Barware,Walmart,Barware,Home > Kitchen & Dining > Dining & Entertaining > Barware,4,76803.0,1,True,
Walmart::Home > Kitchen & Dining > Dining & Entertaining > Travel Drinkware,Walmart,Travel Drinkware,Home > Kitchen & Dining > Dining & Entertaining > Travel Drinkware,4,,1,True,
Walmart::Home > Kitchen & Dining > Dining & Entertaining > Dinnerware Sets,Walmart,Dinnerware Sets,Home > Kitchen & Dining > Dining & Entertaining > Dinnerware Sets,4,,1,True,
Walmart::Home > Kitchen & Dining > Kitchen Storage & Organization,Walmart,Kitchen Storage & Organization,Home > Kitchen & Dining > Kitchen Storage & Organization,3,,20,False,
Walmart::Home > Kitchen & Dining > Kitchen Storage & Organization > Counter Organizers,Walmart,Counter Organizers,Home > Kitchen & Dining > Kitchen Storage & Organization > Counter Organizers,4,117996.0,1,True,
