Staples L2,L1,L2,L3,L4,category,product_id,product_name,price,url,vendor,selected_choice,description
,,,,,Restaurant Table   Chair Sets,W117741072,9 Pieces Modern Farmhouse Dark Gray Rectangle Dining Set with Mid-century High Back Dining Chair Set for 8,"$1,359.99",https://www.wayfair.com/furniture/pdp/ebern-designs-modern-farmhouse-rectangle-dining-set-with-mid-century-high-back-dining-chair-w117741072.html?piid=1485257274%2C1485257277%2C1485257278,Ebern Designs,"9 Pieces: Table, 8 Chairs, Dark Gray, Gray","Designed to impress, this modern dining set offers elegance, comfort, and lasting durability. The set includes a rectangle table and 6-8 supportive chairs. Transform your dining room into a welcoming space for daily meals and special gatherings alike."
,,,,,Restaurant Table   Chair Sets,W114625328,Kester Dining Set,"$3,399.99",https://www.wayfair.com/furniture/pdp/hokku-designs-kester-dining-set-w114625328.html?piid=810281869,Hokku Designs,"29.5""H x 62.9""L x 31.4""W","This T-shape dining table blends mid-century charm with modern functionality, featuring a premium imported Quartz slab and sturdy FAS-grade white waxwood legs. The table’s soft, neutral tones create a calming dining atmosphere, while its durable, scratch-resistant surface and rounded edges ensure practicality for daily use. The thoughtfully designed T-shaped base offers ample legroom and stability, making it ideal for small spaces or stylish open-plan kitchens."
,,,,,Restaurant Table   Chair Sets,W117734085,Sintered Stone and Solid Wood Structure Table Sets,"$3,699.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-sintered-stone-and-solid-wood-structure-table-sets-w117734085.html?piid=1398936345%2C1398936351,Corrigan Studio®,"29.53"" H x 70.87"" W x 35.43"" D, 5 Pieces: Table, 4 Chairs","The tabletop is made from high-temperature, high-pressure sintered stone, offering excellent heat resistance, scratch resistance, and stain protection. A full solid wood support board underneath provides double-layer reinforcement for superior durability and load-bearing strength."
,,,,,Restaurant Table   Chair Sets,W114483075,Griffing,"$4,299.99",https://www.wayfair.com/furniture/pdp/wrought-studio-griffing-w114483075.html?piid=1482130280,Wrought Studio™,"29.52""H x 59.05""L x 59.05""W",Elevate dining with this sturdy table featuring a 0.47in matte rock slab top and 0.7in multi-layered solid wood base for lasting durability and safety.
,,,,,Restaurant Table   Chair Sets,W114987847,Caulksville,"$2,899.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-caulksville-w114987847.html?piid=1761483326,Corrigan Studio®,"29.52""H x 55.11""L x 31.49""W",This table features a natural-textured slate top with fine heat resistance scratch durability and antibacterial properties. Its 0.7in full-support multi-layer wooden base protects the slate from breakage while waterproof and oil-resistant surfaces simplify cleaning. Rounded edges and polished finishes ensure safety and comfort in every detail.
,,,,,Restaurant Table   Chair Sets,W114373984,Modern Minimalist Dining Table Sets.,"$3,459.99",https://www.wayfair.com/furniture/pdp/orren-ellis-modern-minimalist-dining-table-sets-w114373984.html?piid=572459246,Orren Ellis,"29.53""H x 55.12""L x 31.5""W","The modern and simple style dining table features a tempered glass tabletop with sharp lines outlined. It is equipped with stainless steel table legs, featuring a scientific structural design, strong firmness, excellent load-bearing capacity, and is not prone to deformation even after long-term use.Paired with high-quality Western leather cushions and backrests, it is skin-friendly, soft, smooth and has a fine touch. It is a metal frame dining chair."
,,,,,Restaurant Table   Chair Sets,W114576734,Fordbridge,"$3,999.99",https://www.wayfair.com/furniture/pdp/george-oliver-fordbridge-w114576734.html?piid=259162396,George Oliver,"29.5""H x 63""L x 31.5""W","Transport your dining space to a bygone era with this French vintage-inspired rock-slab table, blending nostalgic charm with modern resilience. The matte-finished rock-slab top mimics natural travertine, offering a soft, cloud-like texture and warm luminance. Supported by a solid ash wood base with artisanal joinery, it ensures wobble-free stability and timeless sophistication."
,,,,,Restaurant Table   Chair Sets,W114437736,Rectangular minimalist dining table,"$4,599.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-rectangular-minimalist-dining-table-w114437736.html?piid=475325653,Corrigan Studio®,"29.53 x 55.12""L x 31.5""W","The household granite slab dining table, combining acrylic with wooden legs, is simple, retro and extremely stylish."
,,,,,Restaurant Table   Chair Sets,W114446090,The dining table combination is modern and simple,"$3,699.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-the-dining-table-combination-is-modern-and-simple-w114446090.html?piid=1289925336%2C1289925339,Corrigan Studio®,"29.52""H x 70.86""L x 31.49""W, 5","Our modern-style solid wood rock plate dining table enhances your dining space. The table legs are made of ash wood, which combines durability, stability and natural beauty. This space-saving design allows chairs to be tucked under and is very suitable for small-sized apartments. The sturdy triangular structure, anti-collision rounded corners, and multiple size options ensure safety, practicality, and perfect suitability for any family."
,,,,,Restaurant Table   Chair Sets,W114796832,Sintered stone ash wood simple dining table set,"$4,349.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-sintered-stone-ash-wood-simple-dining-table-set-w114796832.html?piid=959784632%2C959784638,Corrigan Studio®,"29.53""H x 62.99""L x 31.5""W, Tan","Crafted through high-temperature, high-pressure sintering, the tabletop features a crystalline surface layer that’s smooth to the touch, highly resistant to scratches, abrasions, and heat. Naturally antibacterial and easy to clean, it ensures a hygienic dining space for your family."
,,,,,Restaurant Table   Chair Sets,W114438953,Gossard,"$2,629.99",https://www.wayfair.com/furniture/pdp/wrought-studio-gossard-w114438953.html?piid=377229698%2C377229699,Wrought Studio™,"29.52""H x 62.99""L x 31.49""W, White/Gray","Begin creating a loving home with this dining table—the perfect centerpiece for sharing daily meals with loved ones, blending functionality with emotional warmth.The rectangular tabletop adapts to any space: lean it against walls to save room or place it centrally to seat more guests, ensuring uncluttered flexibility."
,,,,,Restaurant Table   Chair Sets,W114576113,Roseland,"$4,249.99",https://www.wayfair.com/furniture/pdp/hokku-designs-roseland-w114576113.html?piid=2035956656,Hokku Designs,"29.5""H x 70.8""L x 31.4""W","Upgrade your dining space with this sleek, modern table set featuring a scratch-resistant marble-effect ceramic top and sturdy solid wood legs. Designed for small spaces, chairs tuck neatly underneath to save room. The dual-layer reinforced base and thick, semi-arc wooden legs ensure stability, while the seamless, non-porous surface resists stains and scratches. Perfect for effortless elegance in compact homes!"
,,,,,Restaurant Table   Chair Sets,W114583336,Carrion,"$3,459.99",https://www.wayfair.com/furniture/pdp/george-oliver-carrion-w114583336.html?piid=1390919095,George Oliver,"29.52""H x 62.99""L x 31.49""W","A vintage-style solid wood dining table, with its tabletop made of high-quality stone panels, features heat resistance, scratch resistance and easy zero-penetration cleaning properties. The double-layer base ensures unparalleled stability. The rounded edges guarantee safety. It is made of hard white ash wood and coated with an eco-friendly wax finish. When used in combination with comfortable chairs, it is highly suitable for intimate gatherings or family meals."
,,,,,Restaurant Table   Chair Sets,W114373941,Gittens,"$3,199.99",https://www.wayfair.com/furniture/pdp/wrought-studio-gittens-w114373941.html?piid=491272083,Wrought Studio™,"29.52""H x 55.11""L x 31.49""W",This table combines a 0.47in slate top and stainless steel frame offering a sleek modern design with unmatched durability and stability for everyday dining
,,,,,Restaurant Table   Chair Sets,W114801078,Heidrick,"$3,399.99",https://www.wayfair.com/furniture/pdp/wrought-studio-heidrick-w114801078.html?piid=1346908752,Wrought Studio™,"29.53""H x 55.12""L x 27.56""W","The light luxury cream design skillfully combines the warm and soft cream tones with exquisite luxury elements, creating a romantic and elegant atmosphere in the living space."
,,,,,Restaurant Table   Chair Sets,W117709778,Modern simple and fashionable dining table sets,"$5,099.99",https://www.wayfair.com/furniture/pdp/red-barrel-studio-modern-simple-and-fashionable-dining-table-sets-w117709778.html?piid=1021170355%2C1021170357,Red Barrel Studio®,"29.52"" H x 62.99"" W x 31.49"" D, 7 Pieces: Table, 6 Chairs","This dining table, with its elegant modern design and simple lines, creates a warm and pleasant dining atmosphere, and is suitable for any dining area"
,,,,,Restaurant Table   Chair Sets,W117855555,6-Person Rectangular Solid Wood Dining Table Set with Chairs,"$4,259.99",https://www.wayfair.com/furniture/pdp/red-barrel-studio-8-person-rectangular-solid-wood-dining-table-set-with-chairs-w117855555.html?piid=1100890701,Red Barrel Studio®,"29.53"" H x 86.61"" W x 35.43"" D","The Perfect Fusion of Modern Minimalism and Artisanal Craftsmanship: Solid Wood Dining Table Set Our warm-toned rectangular dining table and matching brown solid wood frame chairs are crafted entirely from premium solid wood. Each table features distinct, clear wood grain patterns with natural knots. The thoughtfully designed, unique embedded removable industrial-style crossbar legs add a striking sculptural element, seamlessly blending rugged charm with contemporary style. Built for durability and strength, the thickened, solid wood base offers exceptional load-bearing capacity and consistent stability. Paired with six chairs featuring ergonomic support: smooth, curved backrests provide gentle lumbar support during meals and gatherings, ensuring comfortable extended use. Breathable Comfort: The seat cushion is crafted from premium off-white cotton-linen blend fabric, delivering a soft, breathable, and comfortable seating experience. Unified Style: The matching brown solid wood frame seamlessly integrates with the table, ensuring a harmonious and uniquely crafted overall appearance."
,,,,,Restaurant Table   Chair Sets,W114567367,Modern Simple Rock Slab Multi-functional Table,"$2,959.99",https://www.wayfair.com/furniture/pdp/hokku-designs-modern-simple-rock-slab-multi-functional-table-w114567367.html?piid=1220225566,Hokku Designs,"29.52""H x 55.11""L x 31.49""W","The tabletop combines a durable slate top with a multi-layer solid wood base, enhancing load-bearing capacity and ensuring long-term stability for daily meals or gatherings.Crafted via high-temperature firing, the slate surface boasts exceptional hardness, resisting scratches, heat, and stains while offering effortless cleaning—ideal for busy household use."
,,,,,Restaurant Table   Chair Sets,W114887036,Italian luxury casual dining table,"$5,499.99",https://www.wayfair.com/furniture/pdp/orren-ellis-italian-luxury-casual-dining-table-w114887036.html?piid=1012268125,Orren Ellis,"29.53""H x 62.99""L x 35.43""W",The home dining table that combines Nordic and minimalist Italian styles features a unique design that brings a distinctive fashion appeal to the home and showcases elegance.
,,,,,Restaurant Table   Chair Sets,W114886300,Nordic Ash Wood Dining Table,"$4,799.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-nordic-ash-wood-dining-table-w114886300.html?piid=1820984552,Corrigan Studio®,"29.5""H x 78.7""L x 35.4""W","Bring the warmth of nature into your home with our Nordic-style ash wood dining table. Made from carefully selected high-quality ash wood, it offers excellent processing, painting, and polishing properties, along with strong corrosion resistance. The table features a beautiful appearance, soft color, and clear wood grain. Rounded corners prevent scratches, while the widened apron under the tabletop enhances stability and reduces deformation, ensuring comfortable legroom."
,,,,,Restaurant Table   Chair Sets,W114501894,Lindauer,"$3,449.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-lindauer-w114501894.html?piid=335729160,Corrigan Studio®,"29.5""H x 62.9""L x 31.4""W","Elevate dining with our vintage-inspired table set, featuring a sleek white marble-look rock slab top and sturdy FAS-grade oak legs with elegant arch designs. The spacious under-table clearance ensures comfort, while rounded edges enhance safety. Perfect for cozy dinners or gatherings, this durable, eco-friendly set blends retro charm with modern functionality, offering versatile sizing options to fit any space."
,,,,,Restaurant Table   Chair Sets,W114385462,Godbout,"$3,099.99",https://www.wayfair.com/furniture/pdp/wrought-studio-godbout-w114385462.html?piid=1557585492,Wrought Studio™,"29.52""H x 55.11""L x 31.49""W","A modern luxury-style rock plate dining table and chair set that combines luxury and practicality. The desktop is made of high-quality rock plates, which are scratch-resistant, wear-resistant, heat-resistant, easy to clean and provide convenient maintenance. The smooth edges ensure safety, while the reinforced multi-layer solid wood support board and carbon steel frame guarantee durability. Paired with beautiful and comfortable chairs, it creates a family-friendly dining paradise."
,,,,,Restaurant Table   Chair Sets,W114582117,Longe,"$4,899.99",https://www.wayfair.com/furniture/pdp/orren-ellis-longe-w114582117.html?piid=942224253%2C942224255,Orren Ellis,"29.53""H x 70.87""L x 35.43""W, White","Sintered stone has a skin-friendly, delicate, and warm touch with a gentle sheen; its texture is smooth, light, and well-shaped, featuring scratch resistance, wear resistance, impermeability, and stain repellency."
,,,,,Restaurant Table   Chair Sets,W114678966,Marler,"$4,299.99",https://www.wayfair.com/furniture/pdp/orren-ellis-marler-w114678966.html?piid=1848362108,Orren Ellis,"29.53""H x 78.74""L x 35.43""W","Crafted from premium sintered stone, the tabletop features a high-gloss finish and refined texture. Fired at high temperatures, it offers exceptional hardness, heat resistance, stain resistance, and is easy to clean—ideal for daily family use or entertaining guests."
,,,,,Restaurant Table   Chair Sets,W114363118,Garduno,"$3,799.99",https://www.wayfair.com/furniture/pdp/orren-ellis-garduno-w114363118.html?piid=1091182626,Orren Ellis,"29.53""H x 62.99""L x 31.5""W","This Italian light luxury style rectangular dining table brings a unique and fashionable atmosphere to the living room dining space, highlighting the high-quality home taste."
,,,,,Restaurant Table   Chair Sets,W114515794,Sintered stone high-end dining table set,"$4,299.99",https://www.wayfair.com/furniture/pdp/orren-ellis-sintered-stone-high-end-dining-table-set-w114515794.html?piid=1596521561%2C1596521563,Orren Ellis,"29.53""H x 70.87""L x 35.43""W, Black","The tabletop is made of sintered stone, featuring natural and clear textures, formed through high-temperature and high-pressure firing. Compared to marble and wooden panels, sintered stone has higher production requirements and superior physical properties."
,,,,,Restaurant Table   Chair Sets,W114696786,Solid Walnut Dining Table Sets.,"$4,299.99",https://www.wayfair.com/furniture/pdp/george-oliver-solid-walnut-dining-table-sets-w114696786.html?piid=1914143495,George Oliver,"29.53""H x 55.12""L x 27.56""W","The desktop is made of a wide and thick black walnut wood panel, with a finely polished surface that feels smooth and warm. The solid wood table legs inherit the tough characteristics of black walnut wood, with a thickened design and a stable structure.It is paired with solid wood rubber wood dining chairs. The seat is wide and comfortable, which can relieve fatigue. The frame is stable and durable."
,,,,,Restaurant Table   Chair Sets,W115304759,Raysor,"$2,559.99",https://www.wayfair.com/furniture/pdp/hokku-designs-raysor-w115304759.html,Hokku Designs,null,"Crafted from high-quality solid wood, with simple geometric structures and no unnecessary lines for decoration, it offers a refreshing and elegant visual experience. It adds a touch of traditional Chinese charm to your living space."
,,,,,Restaurant Table   Chair Sets,W117690592,Elegant French Dining Table,"$3,599.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-elegant-french-dining-table-w117690592.html?piid=1095369163%2C1095369173,Corrigan Studio®,"29.52"" H x 62.99"" W x 31.49"" D, 5 Pieces: Table, 4 Chairs",Nordic Solid Wood Dining Table Premium and Stylish Home Dining Table
,,,,,Restaurant Table   Chair Sets,W114387461,Klaus,"$3,959.99",https://www.wayfair.com/furniture/pdp/george-oliver-klaus-w114387461.html?piid=286638993,George Oliver,"29.5""H x 70.8""L x 35.4""W",This dining table features a thick sintered stone top and multilayer solid wood support for full surface stability The solid oak frame ensures strength while eco wax oil adds a safe natural finish
,,,,,Restaurant Table   Chair Sets,W118839093,"5-Piece Round Dining Table Set For 4, Retro Extendable Dining Table Set With 4 Upholstered Chairs, Kitchen Table And Chairs Set For Dining Room And Kitchen (Walnut+Beige)",$759.99,https://www.wayfair.com/furniture/pdp/august-grove-5-piece-round-dining-table-set-for-4-retro-extendable-dining-table-set-with-4-upholstered-chairs-kitchen-table-and-chairs-set-for-dining-room-and-kitchen-walnutbeige-w118839093.html,August Grove®,null,"DetailsTable42""-58""L x 42""W x 29.7""H, 94.8 LBSChair18.1""L x 20.5""W x 36.4""H, 15.4 LBS/PCSeat Dimensions19.3""W x 17.9""DWeight CapacityTable: 300 LBSChair: 250 LBS/PCMaterialTable Top&Legs: MDF + Oak VeneerChair Frame: Rubber Wood + PVC RattanUpholstered ChairYesFinishDistressed FinishPackage Number2Assembly Required50 minAdditional Tools RequiredAll Tools IncludedMaintenance & NoticeAbout FinishLiquids should be immediately blotted with a damp cloth. Do not use surface cleaners that could remove the finish.About HardwareHardware may loosen over time; periodically check to make sure all connections are tight.About FastenersDon't over-tighten fasteners, as this may cause distortion or breakage.About Upholstered SeatBlot spills immediately with a clean, colorfast towel. Spot clean with a damp cloth or sponge, gently blotting to remove excess water, then air dry.About ColorReal Product's Color may be a little different from the image due to the lighting or monitor's display.About VeneerGrain appearance variation can be expected from lot to lot, it will vary from what is pictured because it is natural wood veneer.About SizeManual measurement has been used, there may be some reasonable error."
,,,,,Restaurant Table   Chair Sets,W114578946,Nailsea,"$2,999.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-nailsea-w114578946.html?piid=246083407,Corrigan Studio®,"29.52""H x 55.11""L x 31.49""W","Crafted from high-quality thick slate, the tabletop boasts exceptional scratch resistance, impermeability, and a smooth texture—making it an ideal choice for durable, daily dining use."
,,,,,Restaurant Table   Chair Sets,W115185749,Duong,"$4,099.99",https://www.wayfair.com/furniture/pdp/orren-ellis-duong-w115185749.html?piid=1046957948,Orren Ellis,29.53”H x 55.12”L x 31.5”W,Blend the romantic charm of French style with modern practical functions to enhance the elegant dining atmosphere in your living room and create a unique home experience.
,,,,,Restaurant Table   Chair Sets,W114995064,Luxury Minimalist Dining Table,"$5,299.99",https://www.wayfair.com/furniture/pdp/everly-quinn-luxury-minimalist-dining-table-w114995064.html?piid=1646963774,Everly Quinn,"29.53""H x 55.12""L x 31.5""W","The rectangular dining table, with a modern minimalist and luxurious style, perfectly suits small spaces and enhances the home decor."
,,,,,Restaurant Table   Chair Sets,W114788322,Nordic-style rectangular dining table,"$7,299.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-nordic-style-rectangular-dining-table-w114788322.html?piid=1872304880,Corrigan Studio®,"29.53""H x 55.12""L x 31.5""W","By blending Nordic style with retro elements, a design with both simplicity and unique charm is created, adding a distinctive charm to the home space."
,,,,,Restaurant Table   Chair Sets,W115977022,Dining Table & Chairs Set (7 Pieces),"$2,129.99",https://www.wayfair.com/furniture/pdp/orren-ellis-modern-7-piece-dining-table-chairs-set-white-lacquer-panel-662-x-299-x-354-inches-metal-legs-babyface-fabric-chairs-6-stylish-grey-chrome-design-perfect-for-dining-rooms-hotels-durable-elegant-w115977022.html,Orren Ellis,null,"Transform your dining room into a stylish and sophisticated space with our 7-piece Dining Table & Chairs Set. This set is not just furniture, it's a statement piece that exudes elegance and charm. The sleek lacquer panel table top paired with metal legs adds a modern touch to your home decor, while the comfortable Babyface fabric chairs provide a cozy seating experience for you and your loved ones. Elevate Your Dining Experience Say goodbye to boring meals and hello to memorable dining experiences with our exquisite dining set. The combination of white and chrome with a hint of grey creates a chic and contemporary look that will impress your guests and make every meal feel special. Quality Craftsmanship Crafted with precision and attention to detail, our dining set is made to last. The sturdy metal legs provide stability and support, while the 22 DNS foam for the back and 28 DNS foam for sitting ensure maximum comfort during long dinners or gatherings. Technical Details: • 7-piece dining set includes 1 table and 6 chairs • Table dimensions: Width 168 cm, Height 76 cm, Depth 90 cm • Chair dimensions: Width 45 cm, Height 91 cm, Depth 42 cm • Seat height: 47 cm • Chair frame: Metal • Fabric: Babyface • Color: White, Chrome, Grey Made In Türkiye"
,,,,,Restaurant Table   Chair Sets,W118299735,High-end Exquisite Dining Table,"$3,259.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-high-end-exquisite-dining-table-w118299735.html?piid=2147030322%2C2147030732,Corrigan Studio®,"29.52"" H x 59.05"" W x 31.49"" D, 5 Pieces: Table, 4 Chairs",French Vintage Solid Wood Dining Table Modern Minimalist Rectangular Dining Table
,,,,,Restaurant Table   Chair Sets,W114473264,French Retro Solid Ash Dining Table Sets.,"$4,159.99",https://www.wayfair.com/furniture/pdp/charlton-home-french-retro-solid-ash-dining-table-sets-w114473264.html?piid=530409605,Charlton Home®,"29.53""H x 70.87""L x 31.5""W","This French retro solid wood ash wood dining table features a wide and large board straight splicing process on the tabletop, with thick materials. The solid wood table legs have undergone thickening treatment, ensuring a stable and solid structure with excellent load-bearing performance, effectively avoiding the problem of shaking during use.Paired with solid wood pine dining chairs, the seats are spacious and the sitting experience is comfortable."
,,,,,Restaurant Table   Chair Sets,W123596288,"47""–83"" Extendable Pedestal Dining Set with Velvet Caster Armchairs","$1,530.00",https://www.wayfair.com/furniture/pdp/latitude-run-4783-extendable-pedestal-dining-set-with-velvet-caster-armchairs-w123596288.html,Latitude Run®,null,"Made for dining spaces that need to adapt with ease, this coordinated collection moves naturally from everyday meals to fuller gatherings. The expandable table creates more room when guests arrive, while velvet dining chairs with concealed casters glide easily in and out of place. Available with four or six matching chairs, the sculptural forms and soft upholstery create a polished setting that feels inviting, flexible, and effortlessly put together. | This chair is dreamyyy! Rich, chocolate brown in the softest velvet. It is a beautiful chair that doesn’t take up a lot of space while adding seating to your space. It can be moved easily due to the casters on the bottom which glide almost effortlessly. Love it!. Meagan Hotard. Baton Rouge, LA. Mon Sep 21 2026"
,,,,,Restaurant Table   Chair Sets,W123672368,"47""-83"" Extendable Dining Set with Oval Pedestal Table and Velvet Barrel Chairs","$1,220.00",https://www.wayfair.com/furniture/pdp/latitude-run-47-83-extendable-dining-set-with-oval-pedestal-table-and-velvet-barrel-chairs-w123672368.html,Latitude Run®,null,"Bring warmth and effortless elegance to every gathering with this thoughtfully coordinated collection. The rich wood-grain tabletop and sculptural base create a striking centerpiece, while softly upholstered seating adds inviting texture and comfort. From intimate weekday meals to festive dinners with family and friends, its adaptable design helps create a welcoming space where conversations linger and memorable moments unfold. | Las sillas son muy lindas, se ven elegantes y, además, son súper cómodas. También fueron muy fáciles de armar y se sienten firmes y de buena calidad. Lo único que tendría en cuenta es el color pedí el tono café, pero en persona se ve mucho más como un charcoal oscuro que como un marrón. Aun así, me gustaron mucho y decidí quedármelas.. Anonymous. Thu Sep 17 2026"
,,,,,Restaurant Table   Chair Sets,W123660998,"72""–104"" Extendable Wood Veneer Dining Table Set with 8 Velvet Chairs and Hidden Casters","$2,500.00",https://www.wayfair.com/furniture/pdp/wrought-studio-72104-extendable-wood-veneer-dining-table-set-with-8-velvet-chairs-and-hidden-casters-w123660998.html,Wrought Studio™,null,"Made for fuller tables and longer evenings together, this 9-piece dining set for eight creates an inviting setting for family dinners, holidays, and weekend entertaining. The generous table adapts easily when more room is needed, while plush upholstered seating brings a soft, elevated contrast to the natural wood character. Hidden mobility makes the chairs easy to pull out and reposition, giving a large dining space a more effortless everyday feel. | This chair is dreamyyy! Rich, chocolate brown in the softest velvet. It is a beautiful chair that doesn’t take up a lot of space while adding seating to your space. It can be moved easily due to the casters on the bottom which glide almost effortlessly. Love it!. Meagan Hotard. Baton Rouge, LA. Mon Sep 21 2026"
,,,,,Restaurant Table   Chair Sets,W123596283,"47""–83"" Extendable Pedestal Dining Set with Velvet Caster Armchairs","$1,520.00",https://www.wayfair.com/furniture/pdp/latitude-run-4783-extendable-pedestal-dining-set-with-velvet-caster-armchairs-w123596283.html,Latitude Run®,null,"Made for dining spaces that need to adapt with ease, this coordinated collection moves naturally from everyday meals to fuller gatherings. The expandable table creates more room when guests arrive, while velvet dining chairs with concealed casters glide easily in and out of place. Available with four or six matching chairs, the sculptural forms and soft upholstery create a polished setting that feels inviting, flexible, and effortlessly put together. | This chair is dreamyyy! Rich, chocolate brown in the softest velvet. It is a beautiful chair that doesn’t take up a lot of space while adding seating to your space. It can be moved easily due to the casters on the bottom which glide almost effortlessly. Love it!. Meagan Hotard. Baton Rouge, LA. Mon Sep 21 2026"
,,,,,Restaurant Table   Chair Sets,W123481344,"79"" Oval Dining Table Set with 6 Linen-Blend Caster Chairs","$1,650.00",https://www.wayfair.com/furniture/pdp/wade-logan-79-oval-dining-table-set-with-6-linen-blend-caster-chairs-w123481344.html,Wade Logan®,null,"Designed for effortless everyday dining, this seven-piece dining table set for six pairs a generous oval table with six fully upholstered linen-blend chairs in one clean, coordinated setting. The softly curved tabletop keeps the room feeling open and inviting, while tailored seating adds a polished, furniture-like presence. From family meals to casual entertaining, the complete set creates a dining space that feels comfortable, refined, and remarkably easy to live with. | I absolutely love these chairs! The color is called mulberry and they are not purple not burgundy kind of a mixture! They arrived quickly and there was no assembly required I literally took them out of the box and they were ready to use! Perfect for my banquette area!. Hollie. Deatsville, AL. Tue Sep 08 2026"
,,,,,Restaurant Table   Chair Sets,W123660728,"78""–96"" Extendable Wood Veneer Dining Table Set with 8 Velvet Dining Chairs","$2,140.00",https://www.wayfair.com/furniture/pdp/wade-logan-7896-extendable-wood-veneer-dining-table-set-with-8-velvet-dining-chairs-w123660728.html,Wade Logan®,null,"Designed for dinners that turn into longer evenings together, this 9-piece dining set for eight brings a polished, coordinated look to family meals and entertaining. The generous table adapts easily when more guests arrive, while sculptural velvet upholstered chairs add rich texture and a soft, inviting presence. Warm wood character and flowing curves make the entire setting feel considered, comfortable, and ready for everything from everyday dining to special gatherings. | These arrived within 2 days and were packaged carefully. They were extremely easy to put together and look beautiful! Perfect size for extra dining room chairs and color is true to description. Just received, but love them thus far!!!. Caroline. Tampa, FL. Sun Sep 06 2026"
,,,,,Restaurant Table   Chair Sets,W123613143,"62.9"" Rectangular Farmhouse Dining Table Set With Chairs","$1,490.00",https://www.wayfair.com/furniture/pdp/latitude-run-629-rectangular-farmhouse-dining-table-set-with-chairs-w123613143.html,Latitude Run®,null,"Create an elegant and inviting dining space with this 62.9"" modern dining room table set for 4-6. The table legs deliver both artistic appeal and solid stability. The wide wood-grain tabletop with smooth rounded corners offers ample space for meals and gatherings, while ensuring safety and comfort. Upholstered dining room chairs feature soft fabric, ergonomic curved backs, and high-density foam for exceptional seating comfort. | these chairs look beautiful with a soft, cozy fabric. The design is simple and elegant, and they pair perfectly with my dining table. The seat could be more comfortable. Anonymous. Sat Sep 19 2026"
,,,,,Restaurant Table   Chair Sets,W123660722,"78""–96"" Extendable Wood Veneer Dining Table Set with 8 Velvet Dining Chairs","$2,140.00",https://www.wayfair.com/furniture/pdp/wade-logan-7896-extendable-wood-veneer-dining-table-set-with-8-velvet-dining-chairs-w123660722.html,Wade Logan®,null,"Designed for dinners that turn into longer evenings together, this 9-piece dining set for eight brings a polished, coordinated look to family meals and entertaining. The generous table adapts easily when more guests arrive, while sculptural velvet upholstered chairs add rich texture and a soft, inviting presence. Warm wood character and flowing curves make the entire setting feel considered, comfortable, and ready for everything from everyday dining to special gatherings. | These arrived within 2 days and were packaged carefully. They were extremely easy to put together and look beautiful! Perfect size for extra dining room chairs and color is true to description. Just received, but love them thus far!!!. Caroline. Tampa, FL. Sun Sep 06 2026"
,,,,,Restaurant Table   Chair Sets,W123596303,"47""–83"" Extendable Pedestal Dining Set with Velvet Caster Armchairs","$1,520.00",https://www.wayfair.com/furniture/pdp/wade-logan-4783-extendable-pedestal-dining-set-with-velvet-caster-armchairs-w123596303.html,Wade Logan®,null,"Made for dining spaces that need to adapt with ease, this coordinated collection moves naturally from everyday meals to fuller gatherings. The expandable table creates more room when guests arrive, while velvet dining chairs with concealed casters glide easily in and out of place. Available with four or six matching chairs, the sculptural forms and soft upholstery create a polished setting that feels inviting, flexible, and effortlessly put together. | This chair is dreamyyy! Rich, chocolate brown in the softest velvet. It is a beautiful chair that doesn’t take up a lot of space while adding seating to your space. It can be moved easily due to the casters on the bottom which glide almost effortlessly. Love it!. Meagan Hotard. Baton Rouge, LA. Mon Sep 21 2026"
,,,,,Restaurant Table   Chair Sets,W123481334,"79"" Oval Dining Table Set with 6 Linen-Blend Caster Chairs","$1,640.00",https://www.wayfair.com/furniture/pdp/wade-logan-79-oval-dining-table-set-with-6-linen-blend-caster-chairs-w123481334.html,Wade Logan®,null,"Designed for effortless everyday dining, this seven-piece dining table set for six pairs a generous oval table with six fully upholstered linen-blend chairs in one clean, coordinated setting. The softly curved tabletop keeps the room feeling open and inviting, while tailored seating adds a polished, furniture-like presence. From family meals to casual entertaining, the complete set creates a dining space that feels comfortable, refined, and remarkably easy to live with. | I absolutely love these chairs! The color is called mulberry and they are not purple not burgundy kind of a mixture! They arrived quickly and there was no assembly required I literally took them out of the box and they were ready to use! Perfect for my banquette area!. Hollie. Deatsville, AL. Tue Sep 08 2026"
