Staples L2,L1,L2,L3,L4,category,product_id,product_name,price,url,vendor,selected_choice,description
Chairs & Seating,Commercial Office Furniture,Office Seating,Accent Chairs,,Accent Chairs,W115455919,Fazio Genuine Leather Swivel Barrel Chair,$384.99,https://www.wayfair.com/furniture/pdp/darby-home-co-fazio-genuine-leather-swivel-barrel-chair-w115455919.html?piid=1576489780,Darby Home Co,Whiskey Brown,"Elevate any room with this genuine leather swivel barrel chair. The mid-century modern swivel accent chair is perfect for your living room, reading nook, bedroom, or home office. High-quality genuine leather is filled with high-density foam. With its curved back, recessed arms and soft cushions, the living room chair provides all-round comfort and fashion. The 360° swivel mechanism at the bottom makes this bedroom chair easy for you to participate in every conversation. The reading nook chair can support up to 300 lbs. This swivel chair is waterproof and easy to maintain, and the armchair can be completely renewed by gently wiping it with a wet cloth. | The delivery was excellent! Two very nice professional gentlemen brought the chair into my house. Easy to put the swivel mechanism on the bottom of the chair. The chair is firm. Swivel's wonderfully. I like the nail heads. Looks really good in my little living-room.. Amy. Greensboro, NC. Tue Jul 07 2026"
Chairs & Seating,Commercial Office Furniture,Office Seating,Accent Chairs,,Accent Chairs,W112027693,"Jyrin 25.8"" Wide Mid Century Upholstered Light Brown Faux Leather Solid Wood Accent Chair with an Extra Pillow",$199.99,https://www.wayfair.com/furniture/pdp/george-oliver-jyrin-258-wide-mid-century-upholstered-faux-leather-solid-wood-accent-chair-with-an-extra-pillow-w112027693.html?piid=710261410%2C710261413,George Oliver,"Light Brown Faux Leather, Dark Brown Wood","The Faux Leather Accent Chair with Solid Wood Armrests and Cushion brings a blend of style and comfort to any room. Featuring sleek faux leather upholstery that is soft, breathable, and easy to maintain, this chair is both functional and stylish. The solid wood frame and legs offer sturdy support, while the foam and synthetic fiber-filled cushion ensures a cozy seating experience. With its clean, solid-color design and ergonomic structure, this chair effortlessly complements various decor styles in your living room, bedroom, or office. | I love my chair. It was a great price and easy to put together! Fast delivery too. The color looks great in my Greige gray room. Char. Strongsville Ohio. Mon Sep 21 2026"
Chairs & Seating,Commercial Office Furniture,Office Seating,Accent Chairs,,Accent Chairs,W010881275,Bergstrom Upholstered Accent Chair Armchair with Rubberwood Legs,$129.99,https://www.wayfair.com/furniture/pdp/beachcrest-home-bergstrom-upholstered-accent-chair-armchair-with-rubberwood-legs-w010881275.html?piid=408507935,Beachcrest Home™,Ivory Polyester,"Add a coastal touch with this elegant upholstered armchair. Featuring a cane-paneled design, tapered legs, and plush fabric, it offers both style and comfort. Ideal for living rooms, bedrooms, or any cozy corner in your home. | This was such an easy assemble and looks so cute in our master bedroom!. Amanda. Fri Jul 31 2026"
Chairs & Seating,Commercial Office Furniture,Office Seating,Accent Chairs,,Accent Chairs,W010035974,Armands Upholstered Slipper Chair,$273.99,https://www.wayfair.com/furniture/pdp/wade-logan-armands-boucle-accent-chair-w010035974.html?piid=1760178491,Wade Logan®,Milky White Boucle,"This slipper chair features a low-profile silhouette with a tight back for a tailored look in your living room or reading nook. It's crafted with a solid and engineered wood frame, and it rests on splayed legs for a mid-century modern look. The polyester blend upholstery features a boucle texture that adds a soft, tactile feel to your seating area. Foam-filled cushions are paired with pocket springs to provide a supportive seat that maintains its shape. Plus, the armless design makes it a great choice for smaller spaces or corners. | This chair is even better in person!. Holly. Superior, CO. Mon Mar 30 2026"
Chairs & Seating,Commercial Office Furniture,Office Seating,Accent Chairs,,Accent Chairs,W115429859,"Accent Barrel Chair, Modern Furry Teddy Fabric Club Chair, Upholstered Armchair With A Side Pocket For Living Room/Bedroom/Reception Room, Teddy White",$177.99,https://www.wayfair.com/furniture/pdp/george-oliver-accent-barrel-chair-modern-furry-teddy-fabric-club-chair-upholstered-armchair-with-a-side-pocket-for-living-roombedroomreception-room-teddy-white-w115429859.html?piid=994514539,George Oliver,White,"Description: The Accent Barrel Chair combines a contemporary barrel design with practical functionality. Its U-shaped backrest and curved armrests provide ergonomic support, while the soft teddy fabric and high-resilience sponge cushion ensure lasting comfort. Product Dimensions : ‎W26.8""*D25.6""*H27.9"" Maximum Weight Recommendation: 233 Pounds Style: Modern Room Type: Living Room, Bedroom, waiting room, Office | Love this chair! Packaged very well, super easy to assemble. So cozy and comfy. Fits perfectly in the corner. Both photos were taken in the day time, (1) with and (2) without natural lighting.. Tynitria. Dallas, TX. Fri Jul 24 2026"
Chairs & Seating,Commercial Office Furniture,Office Seating,Accent Chairs,,Accent Chairs,W120606827,"28’’ W Modern Upholstered Accent Chair with Metal Legs, Comfy Small Armless Side Chair",$135.99,https://www.wayfair.com/furniture/pdp/latitude-run-28-w-modern-upholstered-accent-chair-with-metal-legs-comfy-small-armless-side-chair-w120606827.html?piid=685824336%2C685824337,Latitude Run®,"Light Green, 1","Boasting a sleek modern silhouette and premium soft upholstery, this versatile accent chair brings refined style and reliable comfort to your living space. Built with a reinforced sturdy frame, it delivers stable, wobble-free support for long-term everyday use. Fully padded with high-density foam, the plush seat and ergonomic back offer cozy, supportive seating to help you unwind with books or coffee after a long day. Featuring a compact, space-saving profile, this multi-functional side chair fits perfectly in living room corners, bedroom bay windows, entryways and studies. Seamlessly blending decorative aesthetics and practicality, it serves as an ideal accent piece to upgrade your home’s relaxing daily moments. | This chair is very comfortable and fit anywhere you want. It is very easy to assemble, only takes me 20 minutes to put together. It is steady but light. Easy to move.. Anonymous. Thu Jul 09 2026"
Chairs & Seating,Commercial Office Furniture,Office Seating,Accent Chairs,,Accent Chairs,W117411998,"33""Compression Chenille Memory Foam Accent Chair And Ottoman Set - Armless Frameless Lounger Sofa with Deep Seat No Assembly Required",$184.99,https://www.wayfair.com/furniture/pdp/trule-33chenille-memory-foam-accent-chair-and-ottoman-set-armless-frameless-lounger-sofa-with-deep-seat-no-assembly-required-w117411998.html?piid=126868129,Trule,Black Chenille,"Meet your new favorite accent chair for unwinding in style. This modern armless design, paired with a matching ottoman, is crafted for deep comfort and effortless portability. Measuring a compact 33"" wide, its lightweight build lets you create a cozy corner anywhere—from the living room and study to the game room, balcony, or bedroom. Shaped like a soft, generous cloud, the chair is upholstered in plush chenille fabric that’s as gentle as it is tough, featuring a scratch-resistant finish that stays fresh through daily use. Inside, full memory foam with a density of 28 delivers resilient, body-cradling support for your neck, back, and hips. The included ottoman offers perfect leg and foot relaxation, detaching easily when you prefer extra space. Supporting up to 300 lbs, this versatile accent chair is designed for everyone—whether you’re reading, gaming, or simply drifting into a peaceful moment. More than just a seat, it’s your personal comfort oasis. | no assembly required. actually sturdy and comfy. Sung Eun. New York, NY. Wed Sep 16 2026"
Chairs & Seating,Commercial Office Furniture,Office Seating,Accent Chairs,,Accent Chairs,W113709109,Ultra Plush Faux Rabbit Fur Oversized Swivel Barrel Chair with Three Pillows,$449.99,https://www.wayfair.com/furniture/pdp/latitude-run-ultra-plush-faux-rabbit-fur-oversized-swivel-barrel-chair-with-three-pillows-w113709109.html?piid=1093111235,Latitude Run®,Camel,"This barrel chair features a wide, rounded silhouette with a plush profile for plenty of lounging space in your home. The faux fur fabric adds soft depth across the frame, while the gently curved back and arms create an enclosed feel that keeps you supported. It's crafted with a solid and engineered wood frame, and it rests on a smooth 360° swivel base that lets you turn easily to join the conversation. Plus, the included accent pillows offer extra comfort while maintaining a tailored look. | Comoda, elegante y super suave, con buen soporte y tamaño. Roge. Sat Aug 29 2026"
Chairs & Seating,Commercial Office Furniture,Office Seating,Accent Chairs,,Accent Chairs,W110946994,"Aisaiah Velvet Fabric Upholstered Armchair, Modern Leisure Chair With Metal Legs",$232.99,https://www.wayfair.com/furniture/pdp/mercer41-aisaiah-velvet-fabric-upholstered-armchair-modern-leisure-chair-with-metal-legs-w110946994.html?piid=1301022248,Mercer41,Gray Pu-like/Black,"This 2-piece armchair set brings glam to your living space with its luxe velvet upholstery and metal legs. Each chair showcases a channel-tufted back and flared arms, creating an inviting spot for relaxation or conversation. The foam-filled cushions and metal frame provide a supportive seat, while the tufted detailing adds visual dimension. Set them together with an end table to create a cozy conversation corner. Simply wipe them clean with a dry cloth to keep them looking fresh. | Easy to assemble - very soft chairs and sturdy enough. On carpet they do wobble a little but still a solid chair. Caroline. Madison, TN. Fri Aug 28 2026"
Chairs & Seating,Commercial Office Furniture,Office Seating,Accent Chairs,,Accent Chairs,KTHM3994,"Annja 32"" W Tufted Leather Armchair",$749.99,https://www.wayfair.com/furniture/pdp/lark-manor-annja-32-w-tufted-leather-armchair-kthm3994.html?piid=87636159,Lark Manor™,Black Genuine Leather,"This armchair features a classic silhouette with rounded arms and a tailored profile that fits right into your main bedroom or den. It’s crafted with a solid and engineered wood frame, providing a structured foundation that rests on rubberwood legs. The genuine top-grain leather upholstery offers a refined texture, while the foam-filled cushions and sinuous spring seat construction provide a supportive feel. Button tufting across the back adds subtle depth, and the nailhead trim along the base introduces a traditional look. It also features a finished back for placement anywhere in your room. | I absolutely love this chair. So elegant and very comfortable. It was exactly what I was looking for to complete my family room.. Rosie. TX. Wed Aug 19 2026"
